variant,age,time_on_site,device,converted
B,47,92.51,Desktop,0
B,28,75.13,Mobile,0
A,44,111.33,Mobile,0
B,26,83.6,Desktop,0
B,41,102.32,Mobile,0
B,37,85.09,Desktop,1
A,30,80.43,Mobile,0
A,45,78.82,Desktop,0
B,48,82.66,Mobile,0
A,49,93.45,Mobile,0
B,52,122.4,Mobile,0
A,54,97.64,Desktop,0
B,36,92.13,Mobile,0
A,24,106.84,Mobile,0
B,20,113.58,Desktop,0
A,57,119.53,Desktop,0
B,47,133.15,Mobile,0
A,48,102.05,Mobile,0
A,57,101.0,Mobile,0
A,26,59.04,Desktop,0
B,51,126.76,Mobile,0
B,39,98.37,Mobile,1
B,44,131.69,Mobile,0
A,44,104.5,Mobile,0
B,50,88.43,Mobile,0
A,59,149.15,Mobile,1
A,23,84.98,Desktop,0
A,44,95.92,Mobile,0
B,49,68.05,Desktop,0
A,55,87.29,Mobile,1
B,39,61.65,Mobile,0
B,30,68.17,Mobile,0
A,49,94.86,Desktop,0
B,44,116.9,Mobile,0
A,57,73.63,Desktop,0
A,47,99.49,Desktop,0
B,52,93.96,Mobile,0
A,30,62.45,Desktop,0
A,18,117.85,Desktop,0
A,59,125.68,Desktop,0
B,44,102.41,Desktop,0
B,39,86.18,Desktop,0
B,41,43.29,Mobile,0
A,40,97.35,Mobile,0
A,52,122.64,Mobile,0
B,26,77.68,Mobile,0
B,44,99.7,Mobile,0
B,24,96.92,Mobile,0
B,41,120.84,Desktop,0
B,33,109.63,Mobile,0
A,40,81.71,Mobile,0
B,24,102.1,Desktop,0
A,57,138.17,Mobile,0
A,39,106.3,Desktop,0
A,46,92.87,Desktop,0
A,37,109.31,Desktop,0
B,54,73.16,Desktop,0
A,23,90.68,Mobile,0
B,48,104.45,Mobile,0
A,44,87.95,Mobile,0
B,58,101.6,Desktop,0
B,54,104.74,Desktop,0
A,26,103.75,Desktop,0
B,42,112.73,Desktop,0
A,59,103.95,Mobile,0
B,55,118.75,Mobile,0
A,50,79.44,Desktop,0
A,30,111.92,Mobile,0
B,54,98.0,Desktop,0
B,44,110.75,Desktop,0
A,36,117.54,Mobile,0
A,33,75.95,Desktop,1
B,31,116.58,Desktop,0
A,21,99.1,Desktop,1
A,56,90.33,Mobile,0
A,39,79.65,Mobile,0
B,54,72.18,Desktop,0
A,18,97.19,Desktop,0
A,38,94.94,Desktop,0
B,47,117.16,Mobile,0
A,44,103.35,Desktop,1
A,51,88.61,Mobile,0
A,46,117.91,Mobile,0
A,21,114.6,Mobile,0
B,24,121.21,Desktop,0
A,50,105.31,Mobile,0
A,29,78.41,Desktop,0
A,50,91.74,Mobile,0
A,41,106.64,Mobile,1
A,55,89.56,Mobile,0
B,18,100.48,Desktop,0
B,51,149.65,Mobile,0
A,34,58.83,Mobile,0
A,57,87.57,Desktop,0
B,39,129.11,Desktop,0
B,44,96.74,Desktop,0
B,32,121.58,Desktop,0
A,32,113.88,Mobile,0
A,40,131.24,Desktop,0
A,29,66.2,Mobile,0
A,44,94.62,Mobile,0
A,57,117.9,Mobile,0
A,26,106.92,Mobile,0
B,46,103.6,Mobile,1
B,54,125.0,Mobile,0
A,38,89.38,Mobile,0
A,18,88.03,Mobile,0
A,29,75.36,Desktop,0
B,18,90.16,Mobile,1
B,44,92.54,Mobile,0
B,41,96.63,Desktop,1
B,41,115.63,Desktop,0
A,51,50.69,Desktop,0
B,56,94.17,Mobile,0
B,52,103.02,Desktop,0
A,27,97.91,Mobile,0
A,41,115.82,Mobile,0
A,44,110.26,Desktop,0
B,24,98.09,Desktop,0
A,31,65.96,Desktop,0
B,52,103.48,Mobile,0
B,32,113.89,Desktop,0
B,49,124.86,Desktop,0
B,54,128.49,Mobile,0
A,26,94.57,Desktop,0
A,56,82.35,Mobile,1
B,50,85.62,Mobile,0
A,50,96.76,Desktop,0
B,55,104.86,Mobile,0
B,49,97.0,Desktop,0
A,38,111.46,Desktop,0
A,22,90.03,Mobile,0
B,28,97.45,Mobile,0
A,46,104.29,Mobile,0
B,25,103.81,Mobile,0
A,44,120.0,Mobile,1
B,58,117.97,Desktop,0
B,29,121.76,Desktop,0
A,24,75.78,Desktop,0
A,52,97.51,Mobile,0
B,23,103.95,Desktop,0
A,36,103.99,Mobile,0
A,53,91.7,Desktop,0
B,59,104.14,Mobile,0
B,57,110.64,Desktop,0
A,59,75.35,Mobile,0
A,33,59.52,Desktop,0
B,28,104.81,Desktop,0
B,53,111.94,Mobile,0
B,45,131.33,Desktop,0
B,40,122.19,Mobile,0
B,52,90.19,Desktop,0
B,52,88.08,Mobile,0
B,34,102.58,Mobile,0
B,56,70.48,Mobile,0
A,21,80.92,Desktop,0
A,24,71.22,Mobile,0
A,35,165.38,Mobile,0
B,40,93.44,Desktop,0
A,45,142.73,Desktop,1
B,58,66.02,Mobile,0
A,59,116.36,Mobile,1
B,53,70.36,Desktop,0
B,55,108.18,Mobile,0
A,36,97.68,Mobile,0
B,38,102.08,Mobile,0
A,52,103.16,Desktop,0
A,19,110.16,Desktop,0
A,34,77.7,Desktop,0
A,28,90.98,Mobile,0
A,30,87.52,Mobile,0
A,58,79.49,Desktop,0
A,45,95.95,Desktop,0
A,34,119.77,Mobile,1
A,41,64.95,Desktop,0
B,51,105.67,Mobile,0
B,54,81.63,Desktop,0
A,31,70.14,Desktop,0
B,23,72.2,Desktop,0
B,58,95.17,Mobile,1
A,39,117.37,Mobile,0
A,37,109.73,Mobile,0
B,40,104.82,Desktop,0
A,49,116.49,Mobile,1
A,39,124.67,Desktop,0
A,56,118.76,Desktop,0
B,40,81.2,Desktop,1
A,37,116.03,Desktop,0
B,54,101.97,Desktop,0
A,56,79.58,Mobile,0
A,51,77.61,Mobile,1
B,34,76.59,Mobile,0
A,32,104.52,Desktop,0
B,38,94.8,Mobile,1
B,18,140.08,Mobile,0
A,55,97.53,Desktop,1
A,51,74.31,Mobile,0
B,46,105.54,Desktop,0
B,19,82.9,Desktop,0
A,37,105.12,Desktop,0
A,59,92.05,Desktop,0
A,30,91.41,Mobile,1
A,25,103.61,Desktop,1
A,40,95.38,Mobile,0
B,28,89.21,Mobile,0
B,40,92.46,Desktop,0
B,53,83.72,Desktop,0
B,45,112.63,Mobile,1
A,34,79.06,Mobile,0
B,25,88.4,Desktop,0
A,18,74.43,Desktop,0
A,46,96.48,Desktop,1
A,20,133.5,Mobile,0
A,30,135.9,Mobile,0
A,50,99.34,Desktop,0
B,40,115.7,Desktop,0
A,40,124.98,Mobile,0
A,51,103.84,Desktop,0
A,43,82.63,Desktop,0
B,22,64.62,Desktop,0
A,25,128.21,Desktop,0
A,34,94.14,Mobile,0
A,42,128.75,Mobile,0
B,40,86.95,Mobile,0
A,45,67.19,Desktop,0
B,51,130.59,Desktop,0
B,25,97.71,Desktop,1
A,36,102.17,Mobile,0
B,30,94.68,Desktop,0
B,43,128.51,Mobile,0
A,56,123.37,Desktop,0
A,23,106.58,Mobile,0
A,30,126.98,Desktop,0
A,40,122.65,Mobile,0
B,53,95.72,Desktop,0
B,34,140.43,Desktop,0
A,18,113.45,Desktop,1
A,30,93.12,Mobile,0
A,45,124.55,Desktop,1
B,31,81.96,Desktop,0
A,31,129.55,Mobile,0
B,24,79.47,Desktop,0
B,54,107.02,Desktop,0
B,58,95.44,Desktop,0
B,35,103.05,Mobile,0
A,58,103.83,Desktop,0
A,26,95.73,Mobile,0
A,55,103.76,Desktop,0
B,37,158.52,Desktop,0
B,38,93.08,Desktop,0
A,55,115.67,Desktop,0
B,53,107.95,Mobile,0
B,42,59.34,Desktop,0
B,19,91.7,Desktop,0
A,47,109.71,Mobile,0
A,25,120.63,Mobile,0
A,42,81.26,Mobile,1
B,47,120.59,Desktop,0
A,47,103.47,Mobile,0
A,30,134.0,Mobile,0
A,48,82.57,Desktop,0
B,49,88.64,Mobile,0
B,53,71.79,Desktop,0
B,58,114.94,Desktop,0
B,46,130.44,Desktop,0
B,51,99.13,Mobile,0
A,36,101.2,Mobile,0
A,43,86.72,Mobile,1
B,22,99.7,Mobile,0
B,37,101.73,Mobile,0
A,31,107.74,Mobile,0
B,46,106.8,Mobile,0
B,20,93.86,Desktop,0
B,37,81.36,Desktop,0
B,42,71.48,Mobile,0
B,58,111.04,Desktop,0
A,22,103.2,Desktop,0
A,46,89.52,Mobile,0
B,58,77.31,Mobile,0
B,58,90.12,Desktop,0
A,19,104.08,Mobile,0
B,23,124.01,Mobile,0
A,53,71.17,Desktop,0
B,18,107.44,Mobile,0
A,48,99.03,Desktop,0
A,44,60.09,Mobile,0
B,54,146.66,Desktop,0
B,36,93.2,Desktop,0
A,18,82.37,Desktop,0
B,48,73.95,Mobile,0
A,35,89.36,Desktop,0
B,24,102.83,Mobile,0
B,49,111.4,Desktop,0
B,52,101.68,Desktop,0
A,49,109.02,Mobile,0
A,18,53.12,Mobile,0
B,50,111.96,Desktop,1
A,29,89.67,Desktop,0
B,41,90.18,Mobile,0
A,21,116.44,Desktop,0
B,32,111.97,Mobile,0
A,49,85.06,Desktop,0
A,41,110.74,Mobile,0
A,40,125.1,Desktop,0
A,42,89.7,Mobile,0
A,43,120.85,Desktop,0
A,38,66.5,Desktop,0
B,23,136.92,Desktop,0
B,39,96.62,Mobile,0
A,56,83.12,Mobile,0
B,54,114.72,Mobile,0
A,28,99.58,Mobile,0
B,54,113.96,Mobile,0
B,47,85.12,Desktop,0
B,48,81.51,Mobile,0
B,50,95.75,Desktop,0
A,29,95.33,Desktop,0
B,44,103.87,Desktop,1
B,31,104.06,Mobile,0
B,18,96.68,Desktop,0
A,25,42.26,Desktop,0
B,25,112.3,Desktop,0
A,57,90.51,Mobile,0
A,46,89.4,Mobile,0
B,43,98.51,Mobile,0
A,43,92.89,Desktop,0
B,37,66.2,Mobile,0
B,24,90.46,Mobile,0
B,49,87.67,Mobile,0
B,59,131.72,Desktop,0
B,35,99.06,Mobile,1
B,39,113.28,Mobile,0
B,46,88.94,Mobile,1
A,49,109.62,Mobile,1
A,37,119.19,Mobile,0
B,48,77.55,Mobile,0
B,58,101.36,Mobile,0
A,25,58.34,Desktop,0
B,53,133.06,Desktop,0
A,25,117.85,Mobile,1
A,26,81.51,Desktop,1
B,31,79.0,Desktop,0
B,50,107.28,Mobile,0
A,32,65.86,Desktop,0
A,47,92.24,Mobile,0
B,47,79.36,Desktop,0
B,57,84.39,Desktop,0
A,48,83.49,Desktop,0
A,22,96.02,Desktop,0
A,36,104.6,Mobile,0
B,59,97.02,Mobile,0
B,28,87.88,Desktop,0
B,54,82.07,Desktop,0
A,27,70.7,Desktop,0
A,53,87.69,Mobile,0
B,50,105.05,Desktop,0
A,41,101.45,Mobile,0
A,32,126.02,Mobile,0
A,46,102.58,Mobile,0
A,56,96.93,Mobile,0
A,44,84.29,Mobile,1
B,37,82.05,Desktop,0
B,53,77.69,Mobile,0
B,31,102.38,Mobile,0
B,54,123.88,Desktop,0
B,53,71.19,Mobile,0
A,54,78.61,Desktop,0
A,41,122.74,Mobile,0
A,53,67.53,Mobile,0
B,46,76.36,Desktop,0
A,32,145.96,Mobile,0
A,56,87.76,Desktop,0
A,22,119.7,Desktop,0
B,50,65.73,Desktop,1
A,56,102.61,Mobile,0
A,18,107.48,Desktop,0
B,51,121.41,Desktop,0
B,57,128.21,Desktop,0
A,25,116.66,Mobile,0
B,41,102.68,Mobile,1
A,40,100.57,Mobile,0
B,53,92.96,Desktop,0
A,30,86.82,Mobile,0
A,54,62.78,Desktop,0
B,35,73.36,Mobile,0
B,27,88.35,Desktop,0
B,21,107.6,Mobile,0
B,24,120.25,Desktop,0
A,53,113.14,Mobile,0
B,39,53.34,Desktop,0
A,29,91.27,Desktop,0
A,41,98.12,Mobile,0
A,54,73.64,Mobile,0
B,25,92.74,Desktop,0
A,37,99.14,Mobile,0
A,35,107.73,Desktop,0
B,42,103.93,Mobile,0
A,40,122.99,Desktop,0
A,55,72.66,Desktop,0
A,35,97.8,Desktop,0
B,28,103.35,Desktop,0
A,56,145.87,Desktop,0
A,31,124.24,Mobile,0
A,39,107.71,Mobile,0
B,55,123.0,Desktop,0
B,32,85.94,Desktop,0
B,22,117.93,Desktop,1
A,22,100.97,Desktop,0
A,59,138.51,Mobile,0
A,36,136.18,Desktop,0
A,51,110.6,Desktop,0
A,33,88.81,Desktop,0
B,38,113.11,Mobile,1
A,49,159.08,Mobile,0
A,36,115.61,Mobile,0
B,41,109.34,Mobile,0
B,52,104.85,Mobile,1
A,35,104.52,Desktop,0
B,31,113.64,Mobile,0
B,39,114.85,Mobile,0
B,56,124.6,Mobile,0
A,47,101.07,Mobile,0
B,29,119.41,Mobile,0
A,29,94.51,Mobile,0
B,47,113.5,Mobile,0
A,20,111.94,Mobile,0
A,57,92.34,Desktop,1
A,49,73.03,Mobile,0
B,44,125.81,Desktop,0
B,45,85.12,Desktop,0
B,35,83.36,Mobile,0
A,42,81.47,Desktop,0
B,32,109.64,Desktop,0
B,44,106.91,Desktop,0
A,32,81.23,Desktop,0
B,47,105.86,Desktop,0
A,28,108.03,Desktop,0
B,31,105.79,Mobile,0
A,45,111.95,Mobile,0
A,25,108.99,Desktop,0
B,28,106.36,Mobile,0
A,31,149.73,Desktop,0
B,39,134.41,Desktop,0
B,42,74.08,Desktop,0
B,27,109.31,Mobile,0
B,53,122.36,Desktop,0
A,56,49.69,Desktop,0
A,41,99.43,Desktop,0
A,23,87.99,Desktop,1
B,50,126.49,Desktop,0
B,39,114.23,Mobile,0
A,37,101.27,Mobile,0
A,28,87.89,Desktop,0
B,52,86.17,Desktop,0
B,52,111.45,Desktop,0
B,18,87.72,Mobile,0
A,59,95.35,Desktop,1
B,43,70.15,Desktop,0
A,31,87.08,Desktop,0
B,19,78.3,Mobile,0
A,22,90.2,Desktop,0
B,56,85.83,Desktop,0
A,32,69.67,Mobile,0
A,38,73.79,Mobile,0
A,46,67.55,Mobile,0
B,38,101.35,Desktop,1
A,55,101.66,Desktop,0
A,53,76.79,Desktop,0
B,31,97.26,Mobile,0
A,50,72.06,Desktop,0
A,40,94.05,Desktop,1
B,25,86.07,Desktop,0
A,37,104.57,Mobile,1
B,55,106.42,Desktop,0
A,55,140.49,Mobile,0
B,18,67.41,Desktop,1
A,59,123.31,Mobile,0
A,21,102.34,Mobile,0
A,31,118.95,Desktop,0
B,39,107.49,Mobile,0
A,29,108.55,Desktop,0
A,42,84.51,Mobile,1
B,24,86.17,Mobile,1
B,24,137.17,Mobile,1
B,56,99.17,Desktop,0
A,23,115.04,Desktop,0
A,36,93.87,Mobile,1
A,40,93.58,Mobile,0
B,27,97.75,Mobile,0
B,25,85.65,Desktop,0
A,53,110.14,Mobile,0
A,24,104.76,Desktop,0
B,20,112.7,Mobile,0
B,25,87.8,Mobile,0
B,30,64.81,Mobile,0
A,48,125.72,Mobile,0
B,30,55.59,Desktop,0
B,43,93.16,Desktop,0
B,19,95.17,Desktop,0
B,20,128.15,Mobile,0
A,32,136.08,Desktop,0
B,19,118.03,Desktop,0
A,34,93.79,Mobile,0
A,55,85.36,Desktop,0
B,28,113.5,Desktop,0
B,22,80.33,Mobile,0
A,23,102.25,Desktop,1
B,20,109.4,Desktop,1
A,40,95.17,Desktop,0
B,49,93.69,Desktop,0
A,21,111.11,Desktop,0
A,46,113.87,Mobile,0
A,34,100.7,Desktop,0
B,48,131.52,Desktop,0
A,52,75.22,Desktop,0
A,38,87.22,Mobile,0
B,40,116.6,Desktop,0
B,48,97.46,Mobile,1
A,18,95.49,Desktop,0
A,28,64.25,Mobile,0
B,18,75.16,Desktop,0
A,24,128.99,Mobile,0
B,58,98.0,Mobile,0
B,30,105.49,Mobile,0
B,37,130.57,Desktop,0
A,23,107.58,Mobile,0
B,47,81.43,Mobile,1
A,23,98.45,Mobile,0
A,51,120.31,Desktop,0
B,52,89.17,Mobile,0
B,37,84.24,Desktop,0
B,55,129.46,Mobile,1
B,47,124.92,Mobile,0
A,50,107.35,Desktop,0
A,41,86.65,Mobile,0
B,48,99.83,Mobile,0
A,33,93.65,Mobile,0
B,57,59.37,Mobile,0
A,33,108.01,Mobile,0
A,44,120.71,Mobile,0
A,53,98.46,Mobile,0
B,39,134.07,Mobile,1
A,32,93.35,Desktop,0
A,18,112.67,Mobile,0
A,45,122.16,Desktop,1
A,50,107.86,Mobile,0
B,53,75.69,Desktop,0
A,32,97.79,Mobile,0
B,48,91.02,Mobile,0
B,23,138.85,Mobile,0
A,21,68.0,Desktop,0
A,37,79.93,Desktop,0
B,21,64.68,Desktop,1
B,27,94.43,Mobile,0
B,24,114.44,Mobile,0
A,44,122.78,Desktop,0
A,23,80.79,Desktop,0
B,48,103.78,Mobile,0
B,53,52.86,Mobile,0
B,44,106.37,Mobile,0
A,30,100.66,Mobile,0
A,28,90.57,Desktop,0
B,26,106.22,Mobile,0
A,25,120.12,Desktop,0
B,27,126.86,Mobile,0
A,19,79.33,Mobile,0
B,41,88.59,Desktop,1
A,52,113.9,Mobile,0
A,51,91.44,Desktop,0
A,28,116.13,Desktop,0
A,18,110.17,Desktop,0
A,22,81.45,Desktop,0
A,44,99.39,Desktop,0
A,24,118.78,Desktop,0
B,54,98.74,Mobile,0
B,55,60.71,Mobile,0
B,18,86.61,Desktop,0
A,49,106.05,Desktop,0
A,34,101.74,Mobile,0
A,35,123.8,Mobile,0
B,21,149.59,Desktop,0
B,30,50.86,Desktop,0
B,22,82.42,Mobile,0
B,39,108.42,Mobile,0
B,43,98.54,Desktop,0
B,21,96.34,Desktop,0
A,40,64.05,Mobile,0
B,22,98.46,Desktop,0
A,26,79.17,Mobile,0
B,30,96.01,Mobile,0
B,26,57.99,Mobile,0
A,21,119.03,Desktop,0
A,43,96.74,Mobile,0
A,31,70.93,Mobile,1
B,19,134.24,Mobile,0
B,48,88.69,Mobile,0
A,43,97.28,Desktop,0
B,19,107.97,Desktop,0
A,58,94.49,Desktop,0
B,54,108.54,Desktop,0
B,19,97.59,Desktop,0
B,57,95.85,Desktop,0
A,45,96.08,Mobile,0
B,40,101.01,Desktop,0
A,24,121.26,Desktop,0
A,56,91.05,Desktop,0
A,57,116.45,Mobile,0
A,39,113.08,Mobile,1
A,53,73.71,Desktop,1
A,18,66.31,Mobile,0
A,51,103.59,Mobile,0
A,21,96.91,Mobile,0
A,58,98.85,Mobile,0
B,52,92.77,Desktop,0
A,48,83.56,Mobile,0
B,50,110.08,Mobile,0
A,22,111.82,Desktop,0
B,28,120.75,Desktop,0
B,49,94.95,Mobile,0
B,18,115.53,Mobile,0
B,23,102.26,Desktop,0
B,45,80.38,Mobile,0
B,34,125.3,Desktop,1
A,28,121.55,Desktop,0
A,58,121.14,Desktop,0
A,44,115.83,Mobile,0
A,29,103.96,Mobile,0
A,30,95.61,Desktop,1
A,48,106.47,Desktop,0
B,52,95.17,Mobile,0
A,42,68.71,Desktop,1
B,47,122.54,Mobile,0
B,53,115.61,Desktop,0
B,38,71.14,Desktop,0
B,53,103.73,Mobile,0
B,45,92.79,Desktop,0
B,44,120.15,Mobile,0
A,29,97.85,Desktop,0
B,27,101.21,Desktop,0
B,43,89.14,Desktop,0
A,46,101.97,Mobile,0
A,23,99.27,Desktop,0
A,42,109.47,Mobile,0
A,25,81.93,Desktop,0
A,28,67.17,Mobile,0
A,34,97.63,Desktop,0
A,55,104.08,Desktop,0
B,30,99.75,Desktop,0
A,58,81.81,Desktop,0
B,32,65.3,Desktop,0
A,36,106.6,Desktop,0
A,36,148.26,Desktop,0
B,27,117.75,Mobile,0
A,45,110.98,Mobile,0
A,54,89.81,Desktop,0
A,42,135.33,Mobile,0
A,32,98.19,Desktop,0
A,52,125.35,Desktop,0
A,33,141.89,Desktop,0
A,54,88.23,Mobile,0
B,44,120.72,Mobile,0
A,22,80.47,Desktop,0
B,41,112.9,Mobile,0
B,19,78.06,Mobile,0
B,57,128.93,Desktop,0
B,52,99.89,Desktop,0
B,50,82.0,Mobile,0
B,59,92.3,Desktop,0
B,49,104.65,Mobile,0
A,49,76.91,Desktop,1
A,33,97.79,Desktop,0
A,55,99.98,Mobile,0
B,40,117.64,Desktop,0
A,43,146.97,Mobile,0
B,22,81.8,Mobile,1
B,24,111.09,Desktop,0
A,51,98.7,Desktop,0
B,27,114.81,Mobile,0
B,39,109.47,Mobile,0
A,38,144.51,Mobile,0
B,36,97.43,Desktop,0
A,59,130.67,Mobile,0
B,56,127.34,Desktop,0
B,42,79.95,Mobile,0
A,30,113.03,Desktop,0
A,36,68.67,Desktop,0
A,24,101.73,Mobile,0
B,48,106.33,Desktop,1
B,19,87.98,Mobile,0
A,21,85.73,Mobile,0
A,18,101.07,Desktop,0
A,40,81.86,Mobile,0
B,34,113.8,Desktop,0
B,39,73.03,Desktop,0
A,52,102.67,Mobile,0
A,25,86.9,Mobile,0
A,24,105.84,Mobile,0
B,18,114.8,Mobile,0
A,42,102.48,Desktop,0
A,41,117.57,Desktop,0
A,50,116.6,Desktop,0
B,28,100.06,Desktop,0
B,49,99.38,Mobile,1
A,46,94.6,Desktop,0
B,18,88.72,Mobile,0
A,25,101.35,Mobile,0
A,46,98.72,Desktop,0
A,48,124.55,Mobile,0
A,52,106.79,Desktop,0
B,24,93.54,Mobile,0
A,48,141.09,Mobile,1
A,49,83.06,Mobile,0
B,47,90.77,Desktop,0
A,29,138.63,Desktop,0
B,52,102.37,Mobile,0
A,27,82.88,Mobile,0
A,43,87.62,Mobile,0
A,22,88.91,Mobile,0
A,40,93.68,Desktop,0
B,26,94.34,Mobile,1
A,50,105.74,Desktop,0
B,54,123.89,Desktop,0
B,47,61.43,Desktop,0
B,50,121.42,Mobile,1
A,19,109.74,Desktop,0
B,59,98.73,Desktop,0
B,21,84.2,Mobile,0
B,43,118.25,Mobile,0
A,47,115.76,Mobile,0
A,52,109.56,Mobile,1
B,27,92.49,Desktop,1
B,48,77.04,Mobile,0
A,32,77.65,Mobile,1
B,38,70.97,Desktop,1
B,23,106.07,Desktop,0
B,18,83.46,Desktop,0
A,27,117.47,Mobile,1
B,19,69.82,Desktop,0
B,26,109.41,Desktop,0
A,34,110.78,Desktop,0
B,33,96.1,Mobile,1
A,19,139.42,Mobile,0
A,33,92.52,Desktop,0
A,52,114.2,Desktop,0
B,45,80.06,Desktop,0
B,30,79.19,Desktop,0
B,23,99.4,Mobile,0
B,42,68.13,Mobile,0
B,56,104.52,Desktop,0
B,43,83.4,Mobile,0
B,32,123.46,Desktop,0
B,19,98.05,Mobile,0
A,39,98.12,Mobile,0
B,59,109.01,Mobile,0
B,45,83.69,Desktop,0
A,34,88.14,Desktop,0
B,40,78.91,Desktop,1
A,32,68.48,Mobile,0
B,55,80.13,Mobile,0
B,51,68.03,Mobile,0
A,47,74.04,Mobile,0
A,18,103.37,Desktop,1
B,58,97.05,Desktop,0
A,33,71.34,Mobile,1
B,42,125.11,Mobile,0
B,40,86.76,Desktop,0
B,50,96.11,Mobile,0
B,51,127.34,Desktop,0
B,26,88.59,Desktop,0
B,33,76.51,Desktop,0
A,54,55.86,Mobile,0
A,22,92.38,Mobile,0
A,59,93.08,Desktop,1
B,29,120.47,Desktop,0
A,22,123.3,Mobile,0
B,40,126.1,Mobile,0
A,25,111.83,Desktop,0
B,52,78.8,Mobile,0
B,33,98.19,Mobile,0
B,37,67.33,Mobile,1
B,45,106.11,Desktop,0
B,47,120.11,Desktop,0
A,28,125.97,Desktop,0
B,34,111.68,Desktop,0
A,27,92.09,Desktop,0
B,41,106.34,Desktop,0
B,48,113.34,Desktop,0
B,28,136.24,Mobile,0
A,25,70.34,Mobile,0
B,48,75.8,Mobile,0
A,54,74.26,Desktop,0
B,54,60.5,Desktop,0
A,50,97.87,Desktop,0
A,26,85.93,Mobile,0
A,20,108.65,Desktop,0
B,30,101.28,Mobile,0
B,45,82.54,Desktop,1
A,41,57.94,Mobile,0
B,27,88.34,Mobile,0
B,59,101.09,Mobile,0
B,54,120.03,Mobile,0
A,32,110.0,Desktop,1
A,59,112.74,Mobile,0
B,45,124.44,Mobile,0
A,54,101.9,Mobile,0
B,18,73.29,Mobile,0
B,30,109.63,Mobile,0
A,21,117.22,Desktop,1
A,57,95.14,Desktop,1
B,47,93.02,Mobile,0
B,20,97.23,Mobile,0
B,37,100.83,Mobile,0
A,52,116.91,Desktop,0
A,44,95.38,Mobile,0
B,29,130.46,Mobile,0
B,58,123.53,Mobile,0
A,33,135.91,Mobile,0
B,49,116.09,Mobile,0
A,50,68.27,Desktop,0
A,33,96.06,Desktop,0
B,46,114.84,Desktop,0
B,44,110.41,Mobile,0
A,48,100.44,Mobile,0
B,41,84.09,Desktop,0
A,48,123.07,Mobile,0
A,26,84.2,Mobile,0
A,53,124.83,Desktop,0
B,23,79.76,Desktop,0
B,47,110.65,Desktop,0
B,43,95.75,Mobile,0
A,57,83.83,Desktop,0
A,24,110.14,Desktop,0
A,25,90.61,Mobile,0
A,28,86.82,Mobile,0
B,20,103.43,Mobile,0
B,21,76.92,Mobile,1
B,50,60.71,Mobile,0
A,37,126.01,Desktop,0
A,22,92.38,Desktop,0
B,51,92.8,Desktop,0
A,31,87.42,Desktop,0
B,30,87.75,Mobile,0
A,41,106.04,Desktop,0
A,47,106.22,Desktop,0
A,57,102.28,Desktop,0
A,28,106.5,Mobile,0
A,26,108.86,Desktop,0
B,30,98.15,Desktop,0
B,30,99.11,Desktop,0
B,49,101.74,Desktop,0
A,24,89.37,Mobile,0
B,28,73.55,Mobile,0
B,59,102.81,Desktop,0
A,18,66.49,Desktop,0
A,45,102.85,Mobile,0
B,25,112.15,Desktop,0
B,32,109.65,Mobile,0
B,22,105.98,Mobile,0
B,39,97.67,Mobile,0
B,37,113.46,Mobile,0
A,21,96.62,Desktop,0
B,42,76.3,Mobile,0
B,33,104.96,Desktop,0
B,57,62.56,Desktop,0
B,44,83.46,Mobile,0
B,46,111.88,Desktop,0
B,29,111.81,Mobile,0
A,24,88.45,Desktop,1
A,41,74.34,Desktop,0
A,22,113.0,Desktop,0
B,59,100.1,Mobile,0
B,50,75.71,Mobile,0
A,55,122.97,Mobile,0
B,57,105.61,Mobile,0
B,23,101.71,Mobile,0
B,25,95.69,Mobile,0
A,39,101.1,Desktop,0
A,31,94.59,Desktop,1
A,26,120.23,Mobile,0
B,30,114.07,Mobile,0
A,49,117.12,Desktop,0
A,31,127.79,Mobile,0
A,52,133.31,Desktop,0
B,42,124.12,Mobile,0
A,48,94.0,Mobile,0
A,37,131.86,Desktop,0
B,59,91.48,Desktop,0
A,54,90.08,Mobile,0
B,24,107.0,Mobile,0
B,27,99.59,Mobile,0
A,23,116.45,Desktop,0
A,42,136.49,Mobile,0
A,23,121.09,Mobile,0
B,34,123.32,Mobile,1
A,39,74.57,Desktop,0
A,40,94.93,Mobile,0
A,46,91.71,Mobile,0
B,24,98.82,Mobile,0
B,52,126.34,Desktop,0
B,56,90.92,Desktop,0
A,37,106.69,Desktop,0
A,43,135.99,Mobile,0
B,46,113.89,Desktop,0
A,46,107.36,Mobile,0
A,24,95.44,Desktop,0
B,51,108.0,Desktop,0
B,22,100.69,Mobile,0
B,30,91.53,Desktop,0
A,23,75.65,Mobile,1
A,49,68.69,Mobile,0
A,53,107.14,Desktop,0
B,50,100.61,Desktop,0
B,50,100.37,Desktop,0
A,36,129.24,Mobile,0
B,58,143.23,Desktop,1
B,35,105.94,Desktop,0
A,31,100.27,Mobile,0
B,38,119.08,Mobile,0
A,56,119.0,Desktop,0
B,51,113.76,Desktop,0
A,48,79.7,Desktop,1
B,34,99.3,Desktop,0
A,24,100.57,Mobile,0
B,38,122.37,Mobile,0
B,24,107.12,Desktop,0
B,18,112.69,Desktop,0
B,39,101.78,Mobile,0
B,39,127.86,Desktop,0
A,40,128.77,Desktop,0
A,45,98.95,Mobile,0
A,57,130.87,Desktop,0
B,47,92.55,Mobile,0
